1623504643,s,c,points,10000,10,1,45,0.0656098,0.836804
1623504648,s,c,points,10000,10,1,44,0.0548947,0.783776
1623504653,s,c,points,10000,10,1,64,0.0587336,1.12772
1623504656,s,c,points,10000,10,1,22,0.061404,0.384081
1623504661,s,c,points,10000,10,1,57,0.0562012,1.01341
1623504668,s,c,points,10000,10,1,56,0.0854218,0.946508
1623504673,s,c,points,10000,10,1,35,0.058714,0.642961
1623504675,s,c,points,10000,10,1,27,0.0487175,0.488892
1623504679,s,c,points,10000,10,1,49,0.0794302,0.846886
1623504683,s,c,points,10000,10,1,41,0.0542404,0.72753
1623504686,s,c,points,10000,10,1,18,0.0582069,0.324502
1623504689,s,c,points,10000,10,1,38,0.0551785,0.661386
1623504693,s,c,points,10000,10,1,47,0.0690331,0.863838
1623504697,s,c,points,10000,10,1,45,0.0596835,0.837906
1623504700,s,c,points,10000,10,1,30,0.0542675,0.521775
1623504703,s,c,points,10000,10,1,51,0.0556122,0.920208
1623504706,s,c,points,10000,10,1,29,0.058678,0.521307
1623504711,s,c,points,10000,10,1,50,0.0506556,0.849644
1623504734,s,c,points,50000,10,1,41,0.214862,3.1821
1623504741,s,c,points,50000,10,1,37,0.192393,2.82138
1623504767,s,c,points,50000,10,1,41,0.214238,3.11254
1623504773,s,c,points,50000,10,1,42,0.193667,3.29878
1623504780,s,c,points,50000,10,1,53,0.203972,4.0564
1623504787,s,c,points,50000,10,1,51,0.190302,3.96849
1623504795,s,c,points,50000,10,1,67,0.196408,5.11561
1623504802,s,c,points,50000,10,1,53,0.209617,4.0476
1623504809,s,c,points,50000,10,1,54,0.230267,4.51396
1623504816,s,c,points,50000,10,1,44,0.23364,3.79555
1623504823,s,c,points,50000,10,1,58,0.219689,5.3046
1623504832,s,c,points,50000,10,1,76,0.231114,6.22201
1623504839,s,c,points,50000,10,1,54,0.202785,4.50664
1623504845,s,c,points,50000,10,1,43,0.198966,3.44068
1623504851,s,c,points,50000,10,1,38,0.185407,2.8978
1623504858,s,c,points,50000,10,1,56,0.202665,4.44836
1623504877,s,c,points,100000,10,1,56,0.417003,8.31872
1623504887,s,c,points,100000,10,1,50,0.399529,7.47362
1623504898,s,c,points,100000,10,1,46,0.378839,6.81366
1623504913,s,c,points,100000,10,1,76,0.367375,11.4595
1623504923,s,c,points,100000,10,1,44,0.360967,6.55249
1623504936,s,c,points,100000,10,1,66,0.362213,9.81809
1623504949,s,c,points,100000,10,1,59,0.370385,8.73108
1623504978,s,c,points,100000,10,1,173,0.350406,25.5851
1623504990,s,c,points,100000,10,1,46,0.351853,6.82966
1623505003,s,c,points,100000,10,1,59,0.385668,8.80122
1623505031,s,c,points,150000,10,1,80,0.655561,17.5981
1623505052,s,c,points,150000,10,1,75,0.550481,16.3671
1623505073,s,c,points,150000,10,1,78,0.592071,17.1205
1623505093,s,c,points,150000,10,1,75,0.601689,16.3634
1623505109,s,c,points,150000,10,1,54,0.615386,11.97
1623505126,s,c,points,150000,10,1,56,0.56194,12.5384
1623505147,s,c,points,150000,10,1,66,0.579386,14.7502
1623505174,s,c,points,200000,10,1,57,1.01724,16.5676
1623505205,s,c,points,200000,10,1,90,1.05483,26.2465
1623505227,s,c,points,200000,10,1,56,1.01249,16.5826
1623505245,s,c,points,200000,10,1,46,1.25055,13.5147
1623505262,s,c,points,200000,10,1,42,0.993354,12.4339
1623505279,s,c,points,200000,10,1,40,1.0834,12.294
1623505316,s,c,points,300000,10,1,59,1.26282,25.7941
1623505385,s,c,points,300000,10,1,144,1.11583,62.647
1623505424,s,c,points,300000,10,1,73,1.08946,32.7211
1623505481,s,c,points,300000,10,1,102,1.11657,49.9408
1623505536,s,c,points,300000,10,1,81,1.17086,45.9542
1623505598,s,c,points,300000,10,1,98,1.42292,54.2551
